Category,Product Name,Price_PKR,Raw_Specs,Source,Brand,VRAM,RAM,Storage
Laptop,"Dell Vostro 3530 Intel Core i7 13th Gen 16GB 512GB SSD 15.6"" FHD Display Dos Black",170000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,"Lenovo Ideapad Slim 3 15IRH8 Intel Core i7 13th Gen 16GB 512GB SSD 15.6"" FHD Display Backlit KB Fingerprint Reader Dos Arctic Grey",172000,,Bulk_Scrape_Fixed,Lenovo,,16.0,512.0
Laptop,Asus Expertbook B3402FBA Intel Core i5 12th Gen 8GB 512GB SSD  14 FHD  Touch X360 Backlit KB Dos Star Black   - (Official Warranty),173000,,Bulk_Scrape_Fixed,Asus,,8.0,512.0
Laptop,HP Probook 450 G10 Intel Core i5 13th Gen 8GB 512GB SSD 15.6 FHD Backlit KB FingerPrint Reader Dos Silver (Official Warranty),180000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,HP 250 G9 Intel Core i7 12th Gen 8GB 512GB SSD 15.6 FHD Backlit KB FingerPrint Reader Dos Silver with Bag - (Official Warranty),175500,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"HP 15 FD0558NIA Intel Core i7 13th Gen 8GB 512GB SSD 15.6"" FHD Display Backlit KB Dos Silver",177500,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,Lenovo V15 G4 IRU Intel Core i7 13th 16GB 1TB SSD 15.6″ FHD Display Win11 Home Business Black,178500,,Bulk_Scrape_Fixed,Lenovo,,16.0,
Laptop,HP Probook 450 G9 Intel Core i5 12th Gen 8GB 512GB SSD 15.6 FHD Display Backlit KB Dos Silver With Bag (Official Warranty),180000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"HP 250 G10 Intel Core i7 13th Gen 8GB 512GB SSD 15.6"" FHD Display Fingerprint Reader Dos Turbo Silver",180000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"Lenovo LOQ 15IAX9E Intel Core i5 12th Gen 16GB D5 512GB SSD 15.6"" FHD IPS 144Hz Display NVIDIA RTX 2050 4GB Graphics Backlit KB DOS Luna Grey",182000,,Bulk_Scrape_Fixed,Lenovo,,16.0,512.0
Laptop,"Lenovo IdeaPad Slim 5 14IMH9 Intel Core Ultra 5 16GB 512GB SSD 14"" WUXGA Display Backlit KB Dos Cloud Grey",189000,,Bulk_Scrape_Fixed,Lenovo,,16.0,512.0
Laptop,"HP Probook 460 G11 Intel Core Ultra 5 125U 8GB 512GB SSD 16"" WUXGA Backlit KB FingerPrint Reader Dos Silver",190000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,Lenovo Thinkpad T16 G2 Intel Core i5 13TH Gen 8GB 256GB SSD 16″ WUXGA Display Dos Black,193000,,Bulk_Scrape_Fixed,Lenovo,,8.0,256.0
Laptop,"HP Victus 15-FA2013DX Intel Core i5 13th Gen 8GB 512GB SSD 15.6"" FHD RTX 3050 6GB Graphics Backlit KB Win11 Silver",193500,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"MSI Thin 15 B13UC-1000US Intel Core i5 13th Gen 16GB 512GB 15.6"" FHD RTX 3050 4GB GPU Backlit KB Win11 Gray",195000,,Bulk_Scrape_Fixed,Msi,,16.0,512.0
Laptop,"Acer Nitro Lite NL16-71G-55JR Intel Core i5 13th Gen 16GB D5 512GB SSD 16"" WUXGA IPS 165Hz Display NVIDIA GeForce RTX 3050 6GB Graphics Backlit KB Win11 Pearl White (Official Warranty)",199000,,Bulk_Scrape_Fixed,Acer,,16.0,512.0
Laptop,"Asus Expertbook B1403CVA-S61991 Intel Core i7 13th Gen 16GB D5 1TB SSD 14.0"" FHD Backlit KB Fingerprint Reader DOS Gentle Gray (Official Warranty)",200000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Apple MacBook Air MGN63 M1 8-Core Chip 8GB 256GB SSD 13.3 Liquid Retina IPS LED Display 7-Core GPU - Spacegrey,203000,,Bulk_Scrape_Fixed,Apple,,8.0,256.0
Laptop,"HP OmniBook 5 Flip 14-FP0023DX Intel Core 7 150U 16GB 512GB SSD 14"" 2K Touchscreen x360 Display Backlit KB Win11 Glacier Gray",203500,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"HP Probook 460 G11 Intel Core Ultra 5 125U 8GB 512GB SSD 16"" WUXGA Backlit KB FingerPrint Reader Dos Silver (Official Warranty)",209500,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,ASUS ExpertBook B3402FVA Intel Core i7 13th Gen 16GB 512GB 14 FHD X360 Touch Dos Black - (Official Warranty),214000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,"HP Probook 440 G10 Intel Core i7 13th Gen 8GB 512GB SSD 14"" FHD Display Backlit KB Dos Silver",214400,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"HP Probook 450 G10 Intel Core i7 13th Gen 16GB 512GB SSD 15.6"" FHD Display Backlit KB Fingerprint Reader Dos Silver",215000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"Lenovo ThinkPad E14 G6 Intel Core Ultra 5 125H 8GB 512GB SSD 14"" WUXGA Display Dos Black",215000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,"HP Probook 460 G11 Intel Core Ultra 7 155U 8GB 512GB SSD 16"" WUXGA Backlit KB Fingerprint Reader Dos Silver",220000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"MSI Thin 15 B13VE-1451US Intel Core i5 13th Gen 16GB 512GB SSD 15.6"" FHD 144Hz Display NVIDIA Geforce RTX 4050 6GB Graphics Backlit KB Win11 Black",218000,,Bulk_Scrape_Fixed,Msi,,16.0,512.0
Laptop,HP Victus 15 FA2082WM Intel Core i5 13th Gen 16GB 512GB SSD 15.6 FHD IPS 144Hz Display NVIDIA RTX 4050 6GB Graphics Backlit KB Win11 Mica Silver,221000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,Lenovo Thinkpad E16 G1 Intel Core i5 13th 8GB 512GB SSD 16  FHD Backlit KB Dos Graphite Black - (Offical Warranty),222000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,"Lenovo ThinkPad E16 G2 Intel Core Ultra 5 125U 8GB 512GB SSD 16"" WUXGA Backlit KB Dos Graphite Black",226500,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,"Dell Inspiron 14 7440 Intel Core 7 150U 16GB 512GB SSD 14"" FHD x360 Touchscreen Display Backlit KB Fingerprint Reader Win11 Ice Blue",226800,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,"HP Victus 15-FA2701WM Intel Core i5 13th Gen 16GB 512GB SSD 15.6"" FHD IPS 144Hz NVIDIA RTX 4050 6GB Graphics Backlit Keyboard Win11 Mica Silver",228000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,HP Envy 14 ES1023DX Intel Core 7 150U 16GB 512GB SSD 14 FHD IPS Touch X360 Backlit KB Fingerprint Reader Win11 Natural Silver,228000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"Lenovo LOQ 15IRX9 Intel Core i5 13th Gen 12GB D5 512GB SSD 15.6"" FHD Display NVIDIA GeForce RTX 3050 6GB Graphics Backlit KB Dos Luna Grey",228500,,Bulk_Scrape_Fixed,Lenovo,,12.0,512.0
Laptop,"HP Probook 460 G11 Intel Core Ultra 7 155U 16GB 512GB SSD 16"" WUXGA Backlit KB Fingerprint Reader Dos Silver",230000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"HP OmniBook 5 16-AF1067ST Intel Core Ultra 7 255U 16GB D5 1TB SSD 16"" 2K Display Backlit KB Win11 Glacier Silver",235000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,"Lenovo Yoga 7 2-in-1 16IML9 Intel Core Ultra 7 155U 16GB 1TB SSD 16"" WUXGA X360 Touchscreen Display Backlit KB Win11 Fingerprint Reader Storm Grey",236900,,Bulk_Scrape_Fixed,Lenovo,,16.0,
Laptop,"Lenovo ThinkPad E16 G3 Intel Core 5 210H 8GB D5 512GB SSD 16"" WUXGA IPS Display Backlit KB Fingerprint Reader Dos Black (Official Warranty)",237000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,Lenovo LOQ 15IAX9 Intel Core i5 12th Gen 24GB 512GB SSD 15.6″ FHD Display NVIDIA RTX 4050 6GB Graphics Backlit KB Dos Luna Grey,238000,,Bulk_Scrape_Fixed,Lenovo,,,512.0
Laptop,Lenovo ThinkPad E16 G2 Intel Core Ultra 5 125U 8GB 512GB SSD 16 WUXGA Backlit KB Dos Graphite Black (Official Warranty),238000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,"Lenovo ThinkPad E16 G3 Intel Core 5 225U 8GB D5 512GB SSD 16"" WUXGA IPS Display Backlit KB Dos Black (Official Warranty)",239000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,Dell Latitude 5430 Intel Core i5 12th Gen 16GB 256GB SSD 14 FHD Backlit KB FingerPrint Reader Win11 Black,242000,,Bulk_Scrape_Fixed,Dell,,16.0,256.0
Laptop,"HP EliteBook 640 G11 Intel Core Ultra 5 125H 8GB 512GB SSD 14"" WUXGA Display Backlit KB Dos Silver With Bag (Official Warranty)",244700,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"Dell Latitude 3550 Intel Core i7 13th Gen 8GB 512GB SSD 15.6"" FHD Display Backlit KB Fingerprint Reader Dos (Official Warranty)",245000,,Bulk_Scrape_Fixed,Dell,,8.0,512.0
Laptop,"Lenovo ThinkPad E16 G2 Intel Core Ultra 7 155H 16GB 512GB SSD 16"" WUXGA Display Dos Black",250000,,Bulk_Scrape_Fixed,Lenovo,,16.0,512.0
Laptop,"HP Probook 460 G11 Intel Core Ultra 7 155U 8GB 512GB SSD 16"" WUXGA Backlit KB Fingerprint Reader Dos Silver (Official Warranty)",252000,,Bulk_Scrape_Fixed,Hp,,8.0,512.0
Laptop,"HP OmniBook X Flip 16-AS0023DX Intel Core Ultra 7 256V 16GB 1TB SSD 16"" 2K Touchscreen x360 Display Backlit KB Win11 Eclipse Gray",254000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,Lenovo ThinkPad E14 G5 Intel Core i7 13th Gen 8GB 512GB SSD 14″ WUXGA Display NVIDIA MX550 2GB Graphics Dos Black,255000,,Bulk_Scrape_Fixed,Lenovo,,8.0,512.0
Laptop,"Lenovo ThinkPad E14 G6 Intel Core Ultra 7 155H 16GB 512GB SSD 14"" WUXGA Display Dos Black",255000,,Bulk_Scrape_Fixed,Lenovo,,16.0,512.0
Laptop,"HP OmniBook X Flip 14-FM0023DX Intel Core Ultra 7 256V 16GB 1TB SSD 14"" 2K Touchscreen x360 Backlit KB Win11 Blue",260000,,Bulk_Scrape_Fixed,Hp,,16.0,360.0
Laptop,"HP Victus 15-FA2318TX Intel Core i7 13th Gen 16GB 512GB SSD 15.6"" FHD IPS 144Hz Display NVIDIA Geforce RTX 3050 6GB Graphics Backlit KB Dos Mica Silver",265000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"Asus Creator Q530V Intel Core i7 13th Gen 16GB D5 512GB SSD 15.6"" FHD OLED Display NVIDIA GeForce RTX 3050 6GB Graphics Backlit KB Fingerprint Reader Win11 Home Black",282000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,Apple MacBook Air MC6T4 M4 10-Core Chip 16GB 256GB SSD 13.6 Liquid Retina Display 8-Core GPU - Sky Blue,290000,,Bulk_Scrape_Fixed,Apple,,16.0,256.0
Laptop,Apple MacBook Air MW123 M4 10-Core Chip 16GB 256GB SSD 13.6 Liquid Retina Display 8-Core GPU - Midnight,290000,,Bulk_Scrape_Fixed,Apple,,16.0,256.0
Laptop,"HP Victus 15-FA2317TX Intel Core i7 13th Gen 16GB 512GB SSD 15.6"" FHD IPS 144Hz Display NVIDIA Geforce RTX 4050 6GB Graphics Backlit KB Dos Mica Silver",295000,,Bulk_Scrape_Fixed,Hp,,16.0,512.0
Laptop,"Acer Nitro V16 ANV16-41-R2YJ AMD Ryzen 7-8845HS 16GB D5 512GB SSD 16"" WUXGA IPS 165Hz NVIDIA RTX 4060 8GB Graphics Backlit KB Dos Black",308000,,Bulk_Scrape_Fixed,Acer,,16.0,512.0
Laptop,"Acer Nitro 16 AN16 43 R2GJ AMD Ryzen 7 8845HS 16GB 512GB SSD 16"" WQXGA IPS 165Hz NVIDIA RTX 4060 8GB Graphics Win11 (Official Warranty)",310000,,Bulk_Scrape_Fixed,Acer,,16.0,512.0
Laptop,"ASUS TUF Gaming F17 FX707VU-HX175 Intel Core i7 13th Gen 16GB D5 512GB SSD 17.3"" FHD 144Hz Display NVIDIA GeForce RTX 4050 6GB Graphics RGB Backlit KB Dos Mecha Gray (Official Warranty)",325000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,HP Victus 16-R0042 Intel Core i7 13th Gen 16GB D5 1TB SSD 16.1″ FHD IPS Display NVIDIA GeForce RTX 4060 8GB Graphics Backlit KB Dos Mica Silver,328000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,"Asus Vivobook S 15 K5507QA-MA048W Snapdragon X Plus X1P 42 100 16GB D5 1TB SSD 15.6"" 3K OLED Win11 Cool Silver - (Official Warranty)",330000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"Dell Latitude 5450 Intel Core Ultra 7 165U vPro 32GB 512GB SSD 14"" FHD Display Backlit KB Win11 Pro Grey",340000,,Bulk_Scrape_Fixed,Dell,,32.0,512.0
Laptop,"Asus Vivobook S 14 K5406SA-PP075W Intel Core Ultra 7 256V 16GB D5 1TB SSD 14.0"" 3K OLED Backlit KB Win11 Blue - (Official Warranty)",350000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"DELL Alienware 16 Aurora Intel Core 7 240H 16GB 512GB SSD 16"" WQXGA 120Hz Display NVIDIA GeForce RTX 5050 8GB Graphics White Backlit KB Win11 Home Interstellar Indigo",350000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,Asus TUF FX507VV-LP299 Intel Core i7 13th Gen 16GB 512GB SSD 15.6 FHD 144Hz 8GB RTX 4060 GPU Backlit KB Dos (Offical Warranty),356000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,"HP Victus 15-FA2093DX Intel Core i7 13th Gen 16GB D5 1TB SSD 15.6"" FHD IPS 144Hz Display NVIDIA RTX 5060 8GB Graphics Backlit KB Win11 Mica Silver",360000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,ASUS TUF FX507VV-LP139W Intel Core i7 13th Gen 16GB 512GB 15.6 FHD 4060 8GB Graphics Win11 (Official Warranty),361000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,"Asus Vivobook 16 V3607VU-RP118 Intel Core 7 240H 16GB D5 1TB SSD 16.0"" WUXGA NVIDIA RTX 4050 6GB Graphics Backlit KB Dos Matte Black - (Official Warranty)",361000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Asus Vivobook Pro15 N6506MU-MA029 Ultra 7 155H  16GB 1TB SSD 15.6 OLED Nvidia 6GB RTX 4050 GDDR6 Backlit Keyboard Dos Silver - (Offical Warranty),361000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Asus Zenbook 13 UX5304MA-NQ040W Core Ultra 7 155U 16GB 1TB 13.3 OLED Backlit KB Win11 (Official Warranty),376000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Dell XPS 13 9315 Intel Core i7 12th Gen 16GB 512GB 13.4 FHD Backlit FP Win11 Sky Blue,379000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,Asus Vivobook Pro15 N6506MV-MA022 Ultra 7-155H 16GB 1TB SSD 15.6 OLED Nvidia 8GB RTX 4060 GDDR6 Backlit KB Dos  Grey - (Offical Warranty),387000,,Bulk_Scrape_Fixed,Asus,,16.0,
